Image,Name,Variation,Series,Category,Stem Color,Patent Number,Country of Origin,IMC,Feet,Release Country,Year Introduced,Year Purchased,Duplicates,Notes,Id,pezdb
https://lh3.googleusercontent.com/-2OB8TOBMknI/UoxWdYcHx_I/AAAAAAAAAb8/blKemftOfZo/w435-h580-no/DSCF0044.JPG,Zoe,,Sesame Street,Television,Pink,4.9,Hungary,1,Yes,USA,2005,,1 Loose,,1,pezdb
https://lh4.googleusercontent.com/-Of2LCOywJ60/UpFbnYH-2EI/AAAAAAAAB3I/qc36pbz88S4/w451-h602-no/DSCF0079.JPG,Zachary Taylor,Printed Stem,U.S. Presidents Series III,People,Red,7.5,China,6,Yes,USA,2012,,,,2,pezdb
https://lh4.googleusercontent.com/-acWMfr_BF0Q/UoxWpXSYP2I/AAAAAAAAAdM/wL6rAQFDfww/w435-h580-no/DSCF0056.JPG,Yoshi,,Nintendo,Video Game,Orange-Red,4.9,Not Listed,1,Yes,Europe,1998,,,,3,pezdb
https://lh6.googleusercontent.com/-WUehy_FnCOM/UouXHIHmqqI/AAAAAAAAAH4/w3M_F0xNyxc/w401-h534-no/DSCF0023.JPG,Yoshi,,Super Mario,Video Game,White,7.5,China,6,Yes,Europe,2013,2013,,,4,pezdb
https://lh3.googleusercontent.com/-Y9XT8UjSFB4/Uo7jkOm51jI/AAAAAAAABa8/4aHYvuvPq-w/w451-h602-no/DSCF0138.JPG,Yosemite Sam Back in Action,Printed stem,Looney Tunes,Cartoons,Navy Blue,4.9,Hungary,1,Yes,USA,2004,,,,5,pezdb
https://lh5.googleusercontent.com/-w9pAf1S5KPs/Uo7j0ID_VXI/AAAAAAAABdA/nbTiluE3LFA/w451-h602-no/DSCF0154.JPG,Yosemite Sam,,Looney Tunes,Cartoons,Medium Blue,4.9,Slovenia,5,Yes,USA,1996,,,,6,pezdb
https://lh5.googleusercontent.com/-8fi2otZD_7g/Uo7jCXTyMoI/AAAAAAAABYE/CyBkRR1AJ6g/w451-h602-no/DSCF0115.JPG,Yoda,,Star Wars,Movies,Tan,4.9,Slovenia,5,Yes,USA,1997,,,,7,pezdb
https://lh3.googleusercontent.com/-o9L9F1Xmd6g/Uo7jdkOj53I/AAAAAAAABaU/3vfppyWASWg/w451-h602-no/DSCF0133.JPG,Yoda,Remake,Star Wars,Movies,Kahki,5.9,Hungary,1,Yes,USA,2012,2012,,,8,pezdb
https://lh6.googleusercontent.com/-VPsja-phVOE/Uo7jSzuFA2I/AAAAAAAABZc/q-nO19-bHKU/w451-h602-no/DSCF0126.JPG,Yoda,Crystal,Star Wars Limited Edition,Movies,Tan,4.9,Slovenia,5,No,USA,2003,,,Custom base,9,pezdb
https://lh5.googleusercontent.com/-CD02qpiwf_w/UoxV3EgmOvI/AAAAAAAAAXA/PEjh8m8gbeQ/w435-h580-no/DSCF0004.JPG,Yasmine,,Bratz,Dolls,Magenta,5.9,China,6,Yes,USA,2005,,,,10,pezdb
https://lh3.googleusercontent.com/-w3Gu0Nszdr8/UouXH-dg8tI/AAAAAAAAAH4/cal03jgPr3k/w401-h534-no/DSCF0024.JPG,Yankees 27th World Series Championship Baseball,,Baseball,Sports,Dark Blue,5.9,China,6,Yes,USA,2010,,,,11,pezdb
https://lh4.googleusercontent.com/-HJjUhQQ-mYk/Uo2wpLVPInI/AAAAAAAAA24/XsKUWXrhQfI/w451-h602-no/DSCF0091.JPG,Worm,,Bugz,Animals,Light Blue,4.9,Hungary,1,Yes,USA,2000,,,,12,pezdb
https://lh5.googleusercontent.com/-7ySoTyrFx6o/UpFbwhAyR6I/AAAAAAAAB40/h-rOJsaiVS8/w451-h602-no/DSCF0092.JPG,Worf,,Star Trek Next Generation,Television,Black,7.5,China,6,Yes,USA,2012,2012,1 Loose,,13,pezdb
https://lh5.googleusercontent.com/-TnTjHMYTtbc/UoxXUS9ZJhI/AAAAAAAAAh4/r3cMO2KTdcs/w435-h580-no/DSCF0095.JPG,Woody,,Toy Story,Disney,Medium Blue,5.9,China,6,Yes,USA,2009,,,,14,pezdb
https://lh3.googleusercontent.com/-F21rb6DFz2U/Uo7izWAoamI/AAAAAAAABWk/7ghjwo15rEk/w451-h602-no/DSCF0103.JPG,Woodstock,Remake,Peanuts,Comics,Yellow,4.9,Hungary,1,Yes,USA,2000,,,,15,pezdb
https://lh4.googleusercontent.com/-wI4CJm0XmGg/Uo7i8DbayDI/AAAAAAAABXg/Yf_kBs5h_2Y/w451-h602-no/DSCF0110.JPG,Woodstock,,Peanuts,Comics,Yellow,4.9,Slovenia,5,Yes,USA,1990,,,,16,pezdb
https://lh6.googleusercontent.com/-5jmec8MVAoU/UpFbMk3DMeI/AAAAAAAABys/CeU6xhGTB1o/w451-h602-no/DSCF0044.JPG,Wonder Woman,Flat star,Superheroes,Comics,Red,4.9,Slovenia,5,Yes,USA,1981,,1 Loose,,17,pezdb
https://lh5.googleusercontent.com/-CQQGuaQ83qI/UpFbQhm6rNI/AAAAAAAABzc/c5pcgmUVv7U/w451-h602-no/DSCF0050.JPG,Wolverine,,Superheroes,Comics,Medium Blue,5.9,China,6,Yes,USA,2009,,,,18,pezdb
https://lh3.googleusercontent.com/-K1eu4Oez21g/UpFbS3zjWiI/AAAAAAAABz0/_OmGlePys-M/w451-h602-no/DSCF0053.JPG,Wolverine,Bigger head,Superheroes,Comics,Yellow,4.9,Slovenia,5,Yes,USA,1999,,,,19,pezdb
https://lh4.googleusercontent.com/-lOo-cV_CUWc/UpFbTfxGo2I/AAAAAAAABz8/8CyRIJ9F3XU/w451-h602-no/DSCF0054.JPG,Wolverine,Bigger head,Superheroes,Comics,Black,4.9,Slovenia,5,Yes,USA,1999,,,,20,pezdb
https://lh5.googleusercontent.com/-lGFtaqWDSIY/UovYxpy5MmI/AAAAAAAAANY/ql1GoPp6Y4I/w435-h580-no/DSCF0022.JPG,Wizard of Oz,,Wizard of Oz,Movies,Silver,5.9,China,6,Yes,USA,2009,2009,,,21,pezdb
https://lh4.googleusercontent.com/-Ml1iMOcznZo/UpFcPszBKbI/AAAAAAAAB98/PtjGZYabd34/w451-h602-no/DSCF0134.JPG,Witch C Misfit,"Black face, white hair, orange hat",Halloween,Holiday,Neon Green,4.9,Slovenia,5,Yes,USA,1998,,,,22,pezdb
https://lh4.googleusercontent.com/-WynA_hlYtaU/UpFcPzyYeuI/AAAAAAAAB-E/1ES6g7MWCMk/w451-h602-no/DSCF0135.JPG,Witch C Misfit,"Yellow face, brown hair, white hat",Halloween,Holiday,Red,4.9,Not Listed,5,Yes,USA,1998,,,,23,pezdb
https://lh6.googleusercontent.com/-Q4Oo5_v4kSE/UpFcFzVu5wI/AAAAAAAAB8Q/SzVRWyRyUfs/w451-h602-no/DSCF0120.JPG,Witch C,Glow in the dark,Halloween,Holiday,Neon Green,4.9,Slovenia,5,Yes,USA,2002,,,,24,pezdb
https://lh6.googleusercontent.com/-gJpI9ptznHo/UpFcO1HCdDI/AAAAAAAAB94/HnKYYep3rBw/w451-h602-no/DSCF0133.JPG,Witch C,"Green face, red hair, black hat",Halloween,Holiday,Red,4.9,Slovenia,5,Yes,USA,,,,,25,pezdb
https://lh4.googleusercontent.com/-DVJU2JNAPAE/UpFcIvV9kII/AAAAAAAAB80/s_68k3njbDg/w451-h602-no/DSCF0125.JPG,Witch,"Glow in the dark, Printed stem",Halloween,Holiday,Glowing White,5.9,Slovenia,5,Yes,USA,2005,,,,26,pezdb
https://lh4.googleusercontent.com/-oJ4aW8zssns/UpFcWYJy_CI/AAAAAAAAB_I/xFAGBxCTFSI/w451-h602-no/DSCF0143.JPG,Witch,"Remake, glow in the dark",Halloween,Holiday,Glowing White,5.9,China,6,Yes,USA,2011,2011,,,27,pezdb
https://lh4.googleusercontent.com/-p3gWW6dKmio/UpFcyEbb6TI/AAAAAAAACDk/xn7_ta1RCfw/w451-h602-no/DSCF0179.JPG,Winter Bear B,Red and green hat,Christmas,Holiday,Green,5.9,China,6,Yes,USA,2009,,,,28,pezdb
https://lh5.googleusercontent.com/-GoQVvU-POeM/Uo7kCfW-uXI/AAAAAAAABew/mMapTxRyz8A/w451-h602-no/DSCF0168.JPG,Winter Bear,White head,Christmas,Holiday,Light Blue,4.9,Not Listed,5,Yes,USA,1999,,"1 Loose (white stem, 4.9 Hungary 1)",,29,pezdb
https://lh6.googleusercontent.com/-hVILIr_-Sb0/Uo7hmAaoR3I/AAAAAAAABM0/K9W_zvKfwGE/w451-h602-no/DSCF0021.JPG,Winnie the Pooh,Thin eyebrows,Winnie the Pooh,Disney,Red,4.9,Hungary,1,Yes,USA,2001,,,,30,pezdb
https://lh4.googleusercontent.com/-tDznQNLsm5k/Uo7hmf7tNGI/AAAAAAAABMs/irOozPH7WnM/w451-h602-no/DSCF0022.JPG,Winnie the Pooh,Thick eyebrows,Winnie the Pooh,Disney,Red,4.9,Hungary,1,Yes,USA,2001,,,Limited distribution,31,pezdb
https://lh5.googleusercontent.com/-86MAwC9s0Ws/Uo7hzL_bSFI/AAAAAAAABOU/M4KGCvzez1U/w451-h602-no/DSCF0034.JPG,Winnie the Pooh,"Remake, taller head and tongue",Winnie the Pooh,Disney,Red,7.5,Hungary,1,Yes,USA,2013,2013,,,32,pezdb
https://lh6.googleusercontent.com/-HME2arLYDPs/Uo2wTHDJuRI/AAAAAAAAA0M/YgOGWg_ZV6E/w451-h602-no/DSCF0069.JPG,Winking Smile,Yellow head,Funky Faces,Pez Originals,Orange,4.9,Hungary,1,Yes,USA,2003,,,,33,pezdb
https://lh5.googleusercontent.com/-r1wZ0wIRYWI/UpFbxHzATvI/AAAAAAAAB4w/wT8n2DcDb8Q/w451-h602-no/DSCF0093.JPG,William T. Riker,,Star Trek Next Generation,Television,Black,7.5,China,6,Yes,USA,2012,2012,1 Loose,,34,pezdb
https://lh4.googleusercontent.com/-mGIB1gEezWU/UpFcdpolpHI/AAAAAAAACAY/qmFnJrJ4Upo/w451-h602-no/DSCF0154.JPG,William McKinley,Printed Stem,U.S. Presidents Series V,People,Red,7.5,China,6,Yes,USA,2013,2013,,,35,pezdb
https://lh3.googleusercontent.com/-HPFYguaFHN0/UpFblbqpmRI/AAAAAAAAB2w/28EpUvxYYFg/w451-h602-no/DSCF0076.JPG,William Henry Harrison,Printed Stem,U.S. Presidents Series II,People,Red,7.5,China,6,Yes,USA,2012,,,,36,pezdb
https://lh5.googleusercontent.com/--xtUhA_NPYU/Uo2vxLWkdVI/AAAAAAAAAwU/Ew_p6EMyLjM/w451-h602-no/DSCF0038.JPG,Will Turner,,Pirates of the Carribean,Movies,Medium Blue,5.9,China,6,Yes,USA,2008,2008,,,37,pezdb
https://lh5.googleusercontent.com/-QTNWyQVsrBQ/Uo7j8JHvUwI/AAAAAAAABd4/aAryDi5LiCs/w451-h602-no/DSCF0161.JPG,Wilie E Coyote,,Looney Tunes,Cartoons,Red,3.9,Yugoslavia,5,Thin,,1980,,1 Loose (Austria 3 stem),,38,pezdb
https://lh4.googleusercontent.com/-xk1GBnejeuo/UovZNiqM77I/AAAAAAAAARM/3yeLfj9xVPI/w435-h580-no/DSCF0053.JPG,Wilbur,,Meet the Robinson's,Disney,Aqua,4.9,Hungary,1,Yes,USA,2007,,,,39,pezdb
https://lh6.googleusercontent.com/-Aq2DexLrqXQ/UovYxwwBa1I/AAAAAAAAANc/bKI11bQ9qJI/w435-h580-no/DSCF0023.JPG,Wicked Witch of the West,,Wizard of Oz,Movies,Black,5.9,China,6,Yes,USA,2009,2009,,,40,pezdb
https://lh6.googleusercontent.com/-OPMaNGcHtaA/UovZSTsvgoI/AAAAAAAAAR0/CZ_idGLAl48/w435-h580-no/DSCF0057.JPG,Wendy,,Bob the Builder,Television,Purple,5.9,Slovenia,5,Yes,USA,2003,,,Originally released in Europe 2002,41,pezdb
https://lh4.googleusercontent.com/-xhEaGLutO38/Uo7iOU35seI/AAAAAAAABSU/tVsIsdi9bhw/w451-h602-no/DSCF0068.JPG,"Webagail ""Webby""",,Ducktales,Disney,Lavender,4.9,Hungary,1,Yes,Europe,1992,,,,42,pezdb
https://lh4.googleusercontent.com/-l1gtlzDG094/UoxWl2Za0FI/AAAAAAAAAc0/UEX6JcG0AOo/w435-h580-no/DSCF0052.JPG,Waybig,,Ben Ten,Television,Yellow,5.9,China,6,Yes,Europe,2010,2013,,,43,pezdb
https://lh3.googleusercontent.com/-H7UCNOJ8V7s/Uo2xY8LTeoI/AAAAAAAAA80/8F6J9IX4BVI/w451-h602-no/DSCF0142.JPG,Watermelon,,Sourz,Pez Originals,Neon Green,5.9,Slovenia,5,Yes,USA,2002,,,,44,pezdb
https://lh5.googleusercontent.com/-4X5KoGYYMhE/Uo2vjMDEHRI/AAAAAAAAAug/Hw9aveKG_Ro/w451-h602-no/DSCF0024.JPG,Wall E,,Wall E,Disney,Light Blue,5.9,China,6,Yes,USA,2008,,1 MOC,,45,pezdb
https://lh4.googleusercontent.com/-NyNdjXA90nk/UoxV8QCgv9I/AAAAAAAAAXs/dEDjK5SVWoI/w435-h580-no/DSCF0010.JPG,Verne,,Over the Hedge,Dreamworks,Olive Green,5.9,China,6,Yes,USA,2006,,,,46,pezdb
https://lh5.googleusercontent.com/-bbr3ASbak7Q/UoxW7P6uj3I/AAAAAAAAAfE/IzkV-TsYBlA/w435-h580-no/DSCF0072.JPG,Vanessa Blomme,,Bee Movie,Dreamworks,Yellow,5.9,Hungary,1,Yes,USA,2007,,,,47,pezdb
https://lh3.googleusercontent.com/-b18Lbid151g/UpFcXH3uPoI/AAAAAAAAB_U/3yjPQnR-DeQ/w451-h602-no/DSCF0145.JPG,Vampire,Glow in the dark,Halloween,Holiday,Glowing Mint,5.9,China,6,Yes,USA,2010,2010,,,48,pezdb
https://lh5.googleusercontent.com/-IaFsftzcYS8/UouXMflQ16I/AAAAAAAAAH4/CjcZ2v5NYOI/w401-h534-no/DSCF0032.JPG,Valentine Love Bear,Brown Bear,Valentine,Holiday,Light Brown,5.9,China,6,Yes,USA,2011,2011,,,49,pezdb
https://lh6.googleusercontent.com/-tYSZHvPKxSk/UouXLGhWcMI/AAAAAAAAAH4/1iJwhRVtH80/w401-h534-no/DSCF0031.JPG,Valentine Kisses Teddy Bear,White Bear,Valentine,Holiday,Purple,7.5,China,6,Yes,USA,2012,2012,,,50,pezdb
https://lh5.googleusercontent.com/-IWsxzZseMCs/UouXKoNnviI/AAAAAAAAAH4/xvadJRQec8s/w401-h534-no/DSCF0030.JPG,Valentine Hugs Teddy Bear,Pink Bear,Valentine,Holiday,White,5.9,China,6,Yes,USA,2012,2012,,,51,pezdb
https://lh4.googleusercontent.com/-bDzFRk56SCI/UpFc1Uo2kSI/AAAAAAAACEE/GXXIk1V1yws/w451-h602-no/DSCF0183.JPG,Valentine Heart,"1st Edition, Red heart, ""Happy Valentine's Day"", thin spine stem",Valentine,Holiday,Red,4.9,Hungary,1,No,USA,1996,,,,52,pezdb
https://lh3.googleusercontent.com/-FoC_15Orl7k/UpFc10K7iOI/AAAAAAAACEM/qSv49gSDwLk/w451-h602-no/DSCF0184.JPG,Valentine Heart,"2nd Edition, Neon Pink heart, ""Happy Valentine's Day""",Valentine,Holiday,Neon Pink,4.9,Hungary,1,No,USA,1999,,,,53,pezdb
https://lh4.googleusercontent.com/-u3h5GF6mEyo/UpFc2zW4MII/AAAAAAAACEU/oCQwGrtaKZ4/w451-h602-no/DSCF0185.JPG,Valentine Heart,"3rd Edition, Red heart, Printed stem, ""HVD""",Valentine,Holiday,Red,4.9,Hungary,1,No,USA,2003,,,,54,pezdb
https://lh3.googleusercontent.com/-mIHE0ekYE6o/UpFc3GFmkcI/AAAAAAAACEg/EEy5dnoATwg/w451-h602-no/DSCF0186.JPG,Valentine Heart,"3rd Edition, Pink heart, Printed stem, ""HVD""",Valentine,Holiday,Red,4.9,Hungary,1,No,USA,2003,,,,55,pezdb
https://lh3.googleusercontent.com/-0z3YAL0caEs/UpFc3u9gimI/AAAAAAAACEk/Tb3__er4C6E/w451-h602-no/DSCF0187.JPG,Valentine Heart,"3rd Edition, Purple heart, Printed stem, ""Be Mine""",Valentine,Holiday,Purple,4.9,Hungary,1,No,USA,2005,,,,56,pezdb
https://lh5.googleusercontent.com/-6Qf5lPaBPqE/UpFc4y-1DZI/AAAAAAAACEs/mh5S5qbyMeg/w451-h602-no/DSCF0188.JPG,Valentine Heart,"3rd Edition, Burgundy heart, Printed stem, ""Dream""",Valentine,Holiday,Burgundy,4.9,Hungary,1,No,USA,2005,,,,57,pezdb
https://lh4.googleusercontent.com/-BQEKy7NhdII/UpFc5fh6HNI/AAAAAAAACE4/4VPS0hWvGJA/w451-h602-no/DSCF0189.JPG,Valentine Heart,"3rd Edition, Neon Pink heart, Printed stem, ""XOXO""",Valentine,Holiday,Neon Pink,4.9,Hungary,1,No,USA,2005,,,,58,pezdb
https://lh5.googleusercontent.com/-RtsxwlUqd6U/UouXM-nqbjI/AAAAAAAAAH4/w6Uqi7VgLGU/w401-h534-no/DSCF0033.JPG,Valentine Cherub,,Valentine,Holiday,Red,5.9,China,6,Yes,USA,2009,,,,59,pezdb
https://lh6.googleusercontent.com/-kMzEp4O0zhw/UpFbyv63i0I/AAAAAAAAB5E/juPHpnmq8v8/w451-h602-no/DSCF0094.JPG,USS Enterprise NCC-1701-D,,Star Trek Next Generation,Television,Black,7.5,China,6,Yes,USA,2012,2012,1 Loose,,60,pezdb
https://lh6.googleusercontent.com/-BSKvgtQS7xE/Uo2wzQFwwoI/AAAAAAAAA4Y/vX76OLW1o1Y/w451-h602-no/DSCF0104.JPG,Usahana Full Body,Winking,Hello Kitty,Japanese,Orange,5.9,Not Listed,6,Yes,Japan,2008,,,,61,pezdb
https://lh6.googleusercontent.com/-vAtAqQ4H-sc/Uo2w0IOR1FI/AAAAAAAAA4k/69YU7ZVGjuQ/w451-h602-no/DSCF0105.JPG,Usahana Full Body,Smiling,Hello Kitty,Japanese,Yellow,5.9,Not Listed,6,Yes,Japan,2008,,,,62,pezdb
https://lh3.googleusercontent.com/-NiSUbAzWULk/UpFcZb0BSTI/AAAAAAAAB_s/NVrr4QqZYg0/w451-h602-no/DSCF0148.JPG,Ulysses S. Grant,Printed Stem,U.S. Presidents Series IV,People,Red,7.5,China,6,Yes,USA,2013,2013,,,63,pezdb
https://lh3.googleusercontent.com/-CJWCiuAM610/UpFbvCROIhI/AAAAAAAAB4c/NtUXchu0_aI/w451-h602-no/DSCF0090.JPG,Uhura,,Star Trek,Television,Black,7.5,China,6,Yes,USA,2008,2008,1 Limited Edition original series set of 8 MIB,,64,pezdb
https://lh6.googleusercontent.com/-j52ftx66AKU/UpFbsnu7ewI/AAAAAAAAB4A/iJUsUArEG8g/w451-h602-no/DSCF0086.JPG,U.S.S. Enterprise,Original Series,Star Trek,Television,Black,7.5,China,6,Yes,USA,2008,2008,1 Limited Edition original series set of 8 MIB,,65,pezdb
https://lh3.googleusercontent.com/-q9eRMhAKI6Q/UpFbLDdiHwI/AAAAAAAAByc/1hzyuAgq4JY/w451-h602-no/DSCF0042.JPG,Two Face,,Batman and Villans,Comics,Medium Blue,5.9,China,6,Yes,USA,2008,,,,66,pezdb
https://lh6.googleusercontent.com/-Ucp_V_oJXK4/UpFa8GKJYZI/AAAAAAAABwU/KR_adU0MUYY/w451-h602-no/DSCF0025.JPG,Twinduction,"Pull & Go, locked",Hot Wheels,Toys,Orange,7.5,China,6,Yes,USA,2012,2012,1 MOC,,67,pezdb
https://lh5.googleusercontent.com/-HnGh1LcSzXk/Uo7jqvlp9dI/AAAAAAAABb8/ULiGnIkpzzg/w451-h602-no/DSCF0146.JPG,Tweety with Baseball Cap,,Looney Tunes,Cartoons,Neon Green,4.9,Hungary,1,Yes,USA,1999,,,,68,pezdb
https://lh3.googleusercontent.com/-lQpG8W7mKKU/Uo7jlhsfLlI/AAAAAAAABbM/HDM82fseqTE/w451-h602-no/DSCF0140.JPG,Tweety Bird Back in Action,Printed stem,Looney Tunes,Cartoons,Red,4.9,Hungary,1,Yes,USA,2004,,,,69,pezdb
https://lh4.googleusercontent.com/-LsXmg919kZI/Uo7j0Oc-wvI/AAAAAAAABdI/S-r5hG1CyjM/w451-h602-no/DSCF0155.JPG,Tweety Bird,Painted eyes,Looney Tunes,Cartoons,Medium Blue,4.9,China,6,Yes,USA,1978,,,,70,pezdb
https://lh6.googleusercontent.com/-FQuqgcc5Ktg/Uo7iKpQikcI/AAAAAAAABR4/AYsJ_GUuBZY/w451-h602-no/DSCF0064.JPG,Tuffy,"Remake, ""Elvis"" style hair",MGM,Cartoons,Neon Orange,4.9,Not Listed,5,Yes,Europe,1990s,,,,71,pezdb
https://lh5.googleusercontent.com/-zUM8hMQrzEE/UovYwP5HSRI/AAAAAAAAANE/NFsp-aVfU5A/w435-h580-no/DSCF0020.JPG,Toto,,Wizard of Oz,Movies,Dark Olive Green,5.9,China,6,Yes,USA,2009,2009,,,72,pezdb
https://lh4.googleusercontent.com/-tZ0rL_sRdhE/Uo2vUVcyPzI/AAAAAAAAAsU/nt6rF2hQyLo/w451-h602-no/DSCF0006.JPG,Tony Stewart,,Nascar Driver Helmets,Sports,Orange,5.9,China,6,Yes,USA,2005,,1 Loose,,73,pezdb
https://lh5.googleusercontent.com/-7UeTY7-9JUA/Uo7iISYCmeI/AAAAAAAABRk/Ya-FMq5FkZc/w451-h602-no/DSCF0061.JPG,Tom,Raised fur on top of head,Tom and Jerry,Cartoons,Neon Red,4.9,Not Listed,1,Yes,Europe,1993,,,,74,pezdb
https://lh4.googleusercontent.com/-MDscshDYTAQ/Uo2vmwIw0bI/AAAAAAAAAvM/DgKwSIeJmns/w451-h602-no/DSCF0029.JPG,Toby,,Thomas and Friends,Television,Silver,5.9,China,6,Yes,USA,2011,,1 Loose,,75,pezdb
https://lh4.googleusercontent.com/-WVQs-imHCN8/Uo2vpVjygqI/AAAAAAAAAvg/s-lhRNtv-R4/w451-h602-no/DSCF0032.JPG,Tinkerbell,1 piece purple flower,Disney Fairies,Disney,Lime Green,5.9,China,6,Yes,USA,2008,,1 Loose with 2 piece flower (7.5 China stem),,76,pezdb
https://lh5.googleusercontent.com/-FZr69Qt5v6s/UovYuKdDpnI/AAAAAAAAAM0/l45HfCfl7PI/w435-h580-no/DSCF0017.JPG,Tin Man,,Wizard of Oz,Movies,Silver,5.9,China,6,Yes,USA,2009,2009,,,77,pezdb
https://lh4.googleusercontent.com/-89eu77tpm34/Uo2vdnSVtDI/AAAAAAAAAto/bMcX2ZLZFbY/w451-h602-no/DSCF0017.JPG,Timon,,Lion King,Disney,Yellow,5.9,Slovenia,5,Yes,USA,2004,,,,78,pezdb
https://lh6.googleusercontent.com/-aKjVw3zD_mI/Uo7h_TO7dqI/AAAAAAAABQE/miHoMvImqg8/w451-h602-no/DSCF0049.JPG,Tigress,,Kung Fu Panda,Dreamworks,Red,5.9,China,6,Yes,USA,2008,,,,79,pezdb
https://lh4.googleusercontent.com/-7dh6pfGVTjQ/Uo7hvwKzu7I/AAAAAAAABN0/Qsb7F0TFBLM/w451-h602-no/DSCF0031.JPG,Tigger Sleuth,Printed stem,Winnie the Pooh,Disney,Medium Blue,5.9,China,6,Yes,Europe,2008,,,,80,pezdb
https://lh3.googleusercontent.com/-H0ZJX5wISZc/Uo7hpC69nzI/AAAAAAAABNE/5LaPwGqNduM/w451-h602-no/DSCF0024.JPG,Tigger,Orange cheeks,Winnie the Pooh,Disney,Orange,4.9,Slovenia,5,Yes,USA,2001,,,,81,pezdb
https://lh5.googleusercontent.com/-CSfrHBcs5SE/Uo7hpT8WWdI/AAAAAAAABNI/pju8NkGvJEE/w451-h602-no/DSCF0025.JPG,Tigger,Grey painted collar,Winnie the Pooh,Disney,Orange,4.9,Slovenia,5,Yes,USA,2001,,,Limited distribution,82,pezdb
https://lh6.googleusercontent.com/-JDWorU6iZ1c/UoxXK-rIzrI/AAAAAAAAAgw/8PVP00waI0E/w435-h580-no/DSCF0085.JPG,Tiger Whistle,,Merry Music Maker,Whistle,Red,4.9,Hungary,1,Yes,Europe,1990,,,,83,pezdb
https://lh4.googleusercontent.com/-xhaN2ed7aeI/Uo2xGoFt76I/AAAAAAAAA7A/JX_RhJ7KGSM/w451-h602-no/DSCF0126.JPG,Tiana,,Disney Princesses,Disney,Yellow,5.9,China,6,Yes,USA,2010,,,,84,pezdb
https://lh6.googleusercontent.com/-mBesqUVBp8Q/UpFcBqQ_QHI/AAAAAAAAB7o/Ge72kCLhrjc/w451-h602-no/DSCF0115.JPG,Thorin Oakenshield ,Mini,Hobbit,Movies,Black,5.9,China,6,Yes,USA,2013,2013,1 Loose,,85,pezdb
https://lh6.googleusercontent.com/-6maC5n5oECg/UpFbVXA8CYI/AAAAAAAAB0M/3Y9Hf0sKGaM/w451-h602-no/DSCF0056.JPG,Thor,Remake,Superheroes,Comics,Black,5.9,China,6,Yes,USA,2011,,,,86,pezdb
https://lh6.googleusercontent.com/-haaVIhGT9XU/UpFbfZNou3I/AAAAAAAAB14/VfQSYCeiEA8/w451-h602-no/DSCF0070.JPG,Thomas Jefferson,Printed Stem,U.S. Presidents Series I,People,Red,5.9,China,6,Yes,USA,2011,,,,87,pezdb
https://lh5.googleusercontent.com/-HG0EffjdKNM/Uo2vkcGDQZI/AAAAAAAAAu0/vzg_JxyaXxM/w451-h602-no/DSCF0026.JPG,Thomas,,Thomas and Friends,Television,Red,5.9,China,6,Yes,USA,2009,,,,88,pezdb
https://lh4.googleusercontent.com/-uSntt5FYzIo/UpFce79sJ8I/AAAAAAAACAo/bweAMwVig4E/w451-h602-no/DSCF0155.JPG,Theodore Roosevelt,Printed Stem,U.S. Presidents Series V,People,Red,7.5,China,6,Yes,USA,2013,2013,,,89,pezdb
https://lh4.googleusercontent.com/-PMjoDo0Kxkw/Uo2vsQvaSLI/AAAAAAAAAv4/-SI3iO-vOEw/w451-h602-no/DSCF0035.JPG,Terence,1 piece green leaves,Disney Fairies,Disney,Lime Green,5.9,China,6,Yes,USA,2009,,,,90,pezdb
https://lh6.googleusercontent.com/-MWWy7qM6JvY/UovYpO-8h1I/AAAAAAAAAMU/6ore5I6a2js/w435-h580-no/DSCF0014.JPG,Teddy,,Mr. Bean,Television,Light Blue,5.9,Slovenia,5,Yes,Europe,2005,,,,91,pezdb
https://lh5.googleusercontent.com/-ynNZDbDQho4/Uo7jlBEzPAI/AAAAAAAABbE/0qCwuixtJdM/w451-h602-no/DSCF0139.JPG,Taz Back in Action,Printed stem,Looney Tunes,Cartoons,Yellow,5.9,Slovenia,5,Yes,USA,2004,,,,92,pezdb
https://lh6.googleusercontent.com/-A4cRa_Ombrw/Uo7jqZVrlPI/AAAAAAAABb4/uFCWNcq3MsQ/w451-h602-no/DSCF0145.JPG,Taz with Bike Helmet,,Looney Tunes,Cartoons,Neon Red,4.9,Hungary,1,Yes,USA,1999,,,,93,pezdb
https://lh3.googleusercontent.com/-X2-4ifouuKU/Uo7jxbn47BI/AAAAAAAABco/_XFG05yDl5w/w451-h602-no/DSCF0151.JPG,Taz,,Looney Tunes,Cartoons,Brown,4.9,Hungary,1,Yes,USA,1996,,1 Loose,,94,pezdb
https://lh5.googleusercontent.com/-Qr5h165WU4A/Uo7jqFcHwYI/AAAAAAAABb0/k1c3bPngqh8/w451-h602-no/DSCF0144.JPG,Sylvester with Sunglasses,,Looney Tunes,Cartoons,Light Blue,4.9,Hungary,1,Yes,USA,1999,,,,95,pezdb
https://lh3.googleusercontent.com/-lkHIImXJQQY/Uo7jw-Qu46I/AAAAAAAABcc/--WrGUkSlvw/w451-h602-no/DSCF0150.JPG,Sylvester,,Looney Tunes,Cartoons,Red,4.9,Slovenia,5,Yes,USA,1996,,1 Loose,,96,pezdb
