Image,Name,Variation,Series,Category,Stem Color,Patent Number,Country of Origin,IMC,Feet,Release Country,Year Introduced,Year Purchased,Duplicates,Notes,Id,pezdb
https://lh5.googleusercontent.com/-geO6zUB3vR4/UpFcy2GhuyI/AAAAAAAACDs/Qklknp9wmhw/w451-h602-no/DSCF0180.JPG,Mrs. Claus,,Christmas,Holiday,Green,5.9,China,6,Yes,USA,2006,,,,287,pezdb
https://lh3.googleusercontent.com/-AXc7buDwX6s/UoxW96VxEvI/AAAAAAAAAfU/9X4F9K5MUDg/w435-h580-no/DSCF0074.JPG,Mr. Weenie,,Open Season,Movies,Medium Blue,4.9,Hungary,1,Yes,USA,2006,,,,288,pezdb
https://lh6.googleusercontent.com/-3Ojv6A6Ip8A/UovYekjmg1I/AAAAAAAAAK0/Z2BQ9Gw5Xi8/w435-h580-no/DSCF0001.JPG,Mr. Ugly,Chartreuse face,,Creatures and Monsters,Medium Blue,3.9,Austria,2,No,USA,1970,,,"Tan inner sleeve, flesh candy button",289,pezdb
https://lh6.googleusercontent.com/-ZiiFe4P5oN0/UovY2vRe2sI/AAAAAAAAAN4/YnEUhuHMmcE/w435-h580-no/DSCF0028.JPG,Mr. Strong,Printed stem,Mr. Men,Book Characters,Light Blue,5.9,China,6,Yes,Europe,2011,,,Click 'n Play design,290,pezdb
https://lh4.googleusercontent.com/-9IxzKKDaTdk/UovYzzmP83I/AAAAAAAAANs/-ipNXpD_iwg/w435-h580-no/DSCF0024.JPG,Mr. Rude,Printed stem,Mr. Men,Book Characters,Lime Green,5.9,China,6,Yes,Europe,2011,,,Click 'n Play design,291,pezdb
https://lh3.googleusercontent.com/-PvR37XUblNo/UovY15xaerI/AAAAAAAAAN8/ajYD1bLR1-Y/w435-h580-no/DSCF0027.JPG,Mr. Happy,Printed stem,Mr. Men,Book Characters,Medium Blue,5.9,China,6,Yes,Europe,2011,,,Click 'n Play design,292,pezdb
https://lh5.googleusercontent.com/-cPWUKuDScxc/UovY0U4GSAI/AAAAAAAAANk/PdGzsQyO4xs/w435-h580-no/DSCF0026.JPG,Mr. Bump,Printed stem,Mr. Men,Book Characters,Orange,5.9,China,6,Yes,Europe,2011,,,Click 'n Play design,293,pezdb
https://lh4.googleusercontent.com/-dkt9UAkGFJQ/UovYnjQ8XqI/AAAAAAAAAME/E7KWZ1_tR8k/w435-h580-no/DSCF0012.JPG,Mr. Bean,Printed stem,Mr. Bean,Television,Beige,4.9,Hungary,1,Yes,Europe,2005,,,,294,pezdb
https://lh3.googleusercontent.com/-NYJSYkzDMr8/UoxWwUpvt4I/AAAAAAAAAeI/KdfmQuxob4E/w435-h580-no/DSCF0063.JPG,Mozart,,,People,Silver,5.9,Not Listed,6,Yes,Europe,2007,,,,295,pezdb
https://lh4.googleusercontent.com/--6ntDHAS9lM/Uo2v36NAlBI/AAAAAAAAAxE/R6wG7z1M_Y8/w451-h602-no/DSCF0044.JPG,Mowgli,,Jungle Book,Disney,Orange-Red,4.9,Hungary,1,Yes,USA,2003,,,,296,pezdb
https://lh5.googleusercontent.com/-GDRMOCvNxLY/UoxXNwVfI7I/AAAAAAAAAhI/qPTqqGa6wtc/w435-h580-no/DSCF0089.JPG,Monkey Whistle,,Merry Music Maker,Whistle,Orange,3.9,Austria,8,Yes,Europe,1990,,,,297,pezdb
https://lh5.googleusercontent.com/-sMXKaAtNAuU/UouXUoscuaI/AAAAAAAAAH4/9B41Awc5rGs/w418-h557-no/DSCF0042.JPG,Monkey Sailor,,Monkeys,Animals,Medium Blue,2.6,Austria,None,No,USA,1967,2013,,"Red candy button, metal pin",298,pezdb
https://lh4.googleusercontent.com/-XbMPP1luVuo/Uo7iA6srZPI/AAAAAAAABQU/sZGbZaFsB3Y/w451-h602-no/DSCF0050.JPG,Monkey,,Kung Fu Panda,Dreamworks,Medium Blue,5.9,China,6,Yes,USA,2008,,,,299,pezdb
https://lh6.googleusercontent.com/-JyflMExArwo/UovZKlw-JfI/AAAAAAAAAQ0/IhE9JRRGL2U/w435-h580-no/DSCF0049.JPG,Missing Link,,Monsters vs. Aliens,Dreamworks,Orange,5.9,Not Listed,6,Yes,Europe,2009,,,,300,pezdb
https://lh5.googleusercontent.com/-TTKalak4djk/Uo7hgN-Xs-I/AAAAAAAABL4/6xLMQq-gz5w/w451-h602-no/DSCF0015.JPG,Miss Piggy,No eyelashes,Muppets,Television,Lavender,4.9,Czech Republic,7,Yes,USA,1997,,,,301,pezdb
https://lh5.googleusercontent.com/-3bjTr4IlwSM/Uo7hgrfVBcI/AAAAAAAABME/pjnPGlhSkOU/w451-h602-no/DSCF0017.JPG,Miss Piggy,"Remake, larger head/ears",Muppets,Television,Lavender,4.9,China,6,Yes,USA,1999,,,,302,pezdb
https://lh5.googleusercontent.com/-ciO5emiStIk/Uo7hjRK2pHI/AAAAAAAABMc/u3nu_2AHwUI/w451-h602-no/DSCF0019.JPG,Miss Piggy,,Muppets,Television,Pink,7.5,China,6,Yes,USA,2012,2012,,,303,pezdb
https://lh4.googleusercontent.com/-ISp7PCkGwoA/Uo2wTbJ22UI/AAAAAAAAA0Q/K44v6De8DO8/w451-h602-no/DSCF0070.JPG,Mischievous Smile,Red head,Funky Faces,Pez Originals,Orange,4.9,Hungary,1,Yes,USA,2003,,,,304,pezdb
https://lh4.googleusercontent.com/-XVQTlLw-dJE/UouW_991eNI/AAAAAAAAAH4/9OFe4HX7c-w/w401-h534-no/DSCF0013.JPG,Minnie Mouse,Printed stem,2012 Valentine Gift Set,Disney,Pink,5.9,China,6,Yes,USA,2012,2012,1 MIP (part of set),,305,pezdb
https://lh5.googleusercontent.com/-v9UdQKHhUt4/Uo7iZkVF7cI/AAAAAAAABTk/txTyoDZok0E/w451-h602-no/DSCF0077.JPG,Minnie Mouse,,Classic Mickey Mouse and Friends,Disney,Magenta,4.9,Hungary,1,Yes,USA,1997,,,,306,pezdb
https://lh5.googleusercontent.com/--Mb6CNJMmKE/Uo7iqa1uioI/AAAAAAAABVc/G_fZk-CoBvA/w451-h602-no/DSCF0094.JPG,Minnie Mouse,Black and white crystal,Mickey Mouse 80th Anniversay,Disney,Orange,5.9,Hungary,1,Yes,Europe,2007,,,,307,pezdb
https://lh4.googleusercontent.com/-v9u7aKLl9R8/Uo7ijq6IFzI/AAAAAAAABUs/e-WEqsWbdOM/w451-h602-no/DSCF0088.JPG,Minnie Mouse,,Mickey Mouse Clubhouse,Disney,Pink,5.9,China,6,Yes,USA,2009,,,,308,pezdb
https://lh5.googleusercontent.com/-D9sji8bm0sI/UovYoRCCIfI/AAAAAAAAAMQ/wfK1zqadqMg/w435-h580-no/DSCF0013.JPG,Mini Cooper,,Mr. Bean,Television,Grey,5.9,Slovenia,5,Yes,Europe,2005,,,,309,pezdb
https://lh5.googleusercontent.com/-AIkn0x7XOm4/UovY6mk9aII/AAAAAAAAAOg/l_M1rQnlUtk/w435-h580-no/DSCF0032.JPG,Milo,,Tweenies,Television,Light Blue,4.9,Not Listed,5,Yes,Europe,2002,,,,310,pezdb
https://lh6.googleusercontent.com/-1709Jvs9ofc/UpFbnvYT6XI/AAAAAAAAB3M/wM-mqhQL2Lo/w451-h602-no/DSCF0080.JPG,Millard Fillmore,Printed Stem,U.S. Presidents Series III,People,Red,7.5,China,6,Yes,USA,2012,,,,311,pezdb
https://lh5.googleusercontent.com/-W9rUPDFoOn4/UoxWWw2D5cI/AAAAAAAAAa4/UprtPlNNMZc/w435-h580-no/DSCF0035.JPG,Mikey,,Orange County Chopper,People,Medium Blue,5.9,China,6,Yes,USA,2006,2006,"1 Loose, 1 MIP (part of box set)",,312,pezdb
https://lh3.googleusercontent.com/-JNnSlEWO1B0/UoxXkrASqfI/AAAAAAAAAjk/vMZLcsav1iA/w435-h580-no/DSCF0109.JPG,Mike 2,,Monsters University,Disney,Yellow,7.5,China,6,Yes,USA,2013,2013,,,313,pezdb
https://lh6.googleusercontent.com/-wOl5AdrfDj4/UoxXbIuTZ4I/AAAAAAAAAi0/tS0uvtYWwEk/w435-h580-no/DSCF0103.JPG,Mike,,Best of Pixar,Disney,Orange-Red,5.9,Hungary,1,Yes,USA,2007,,,,314,pezdb
https://lh5.googleusercontent.com/-or-OStfAiMc/Uo7iZalyzpI/AAAAAAAABTc/4zbDhYnvvEc/w451-h602-no/DSCF0076.JPG,Mickey Mouse D,,Classic Mickey Mouse and Friends,Disney,Red,4.9,Hungary,1,Yes,USA,1997,,1 Loose,,315,pezdb
https://lh3.googleusercontent.com/-nANg2TY9yQg/Uo7ie4AOZOI/AAAAAAAABUE/cftyo3l3sJM/w451-h602-no/DSCF0082.JPG,Mickey Mouse C,Removeable eyes,,Disney,Red,4.9,Hungary,1,Yes,USA,1989,,1 Loose,,316,pezdb
https://lh4.googleusercontent.com/-8E3G40n7XRE/UouXAO8sxDI/AAAAAAAAAH4/OAbRkvlTPCA/w401-h534-no/DSCF0014.JPG,Mickey Mouse,Printed stem,2012 Valentine Gift Set,Disney,Red,7.5,China,6,Yes,USA,2012,2012,,,317,pezdb
https://lh5.googleusercontent.com/-g4iq0r2ijK4/Uo7ipZSSQeI/AAAAAAAABVU/QPIRav2JV4I/w451-h602-no/DSCF0093.JPG,Mickey Mouse,Black and white crystal,Mickey Mouse 80th Anniversay,Disney,Black,5.9,Hungary,1,Yes,Europe,2007,,,,318,pezdb
https://lh6.googleusercontent.com/-lPK-bTeBqn8/Uo7ijnHStBI/AAAAAAAABUo/vEDCrWIPyk4/w451-h602-no/DSCF0087.JPG,Mickey Mouse,,Mickey Mouse Clubhouse,Disney,Red,5.9,China,6,Yes,USA,2009,,,,319,pezdb
https://lh3.googleusercontent.com/-326V8e28z5s/Uo7idinjwmI/AAAAAAAABT8/C1_7UHF2WUA/w451-h602-no/DSCF0081.JPG,Mickey Mouse,"Variation of C version but with smaller eyes/cheeks, shallower ears",,Disney,Red,3.9,China,6,Thin,,1989,,,,320,pezdb
https://lh4.googleusercontent.com/-bfkIWQGzazk/Uo2wAOOPb3I/AAAAAAAAAyU/nSV-lMMSmEo/w451-h602-no/DSCF0054.JPG,Michelangelo,"Angry Version, orange mask",Teenage Mutant Ninja Turtles,Cartoons,Purple,4.9,China,6,Yes,USA,1994,,,,321,pezdb
https://lh4.googleusercontent.com/-G6pBWpkQ8zE/Uo2wDnRtpfI/AAAAAAAAAyw/7PJFu22FL98/w451-h602-no/DSCF0058.JPG,Michelangelo,"Smiling Version, orange mask",Teenage Mutant Ninja Turtles,Cartoons,Medium Blue,4.9,China,6,Yes,USA,1994,,1 MIB (yellow stem),,322,pezdb
https://lh3.googleusercontent.com/-e9pGikOtDyk/Uo2wIHhO1UI/AAAAAAAAAzQ/fPGD2NZd93Y/w451-h602-no/DSCF0062.JPG,Michelangelo,"Remakes - orange mask, dark green head, no teeth",Teenage Mutant Ninja Turtles,Cartoons,Orange,4.9,Hungary,1,Yes,USA,2005,,,,323,pezdb
https://lh6.googleusercontent.com/-pSubba5Fy6g/UoxWtEtfGMI/AAAAAAAAAd0/U0_rYxV5QWw/w435-h580-no/DSCF0060.JPG,Mew,,Pokemon,Video Game,Pale Pink,4.9,Not Listed,1,Yes,Europe,2001,,,,324,pezdb
https://lh3.googleusercontent.com/-cD5fOuEFIiI/Uo7j-KTJfUI/AAAAAAAABeE/pQ5RFp3F1n0/w451-h602-no/DSCF0163.JPG,Merlin Mouse,No whites in eyes,,Cartoons,Brown,4.9,Austria,7,Yes,,1978,,,,325,pezdb
https://lh3.googleusercontent.com/-03eg103hOLw/Uo2xIuRYm6I/AAAAAAAAA7Q/lBrp2cljU84/w451-h602-no/DSCF0128.JPG,Merida,,Disney Princesses,Disney,Olive Green,7.5,China,6,Yes,USA,2013,2013,,,326,pezdb
https://lh3.googleusercontent.com/-NzEiluLBeZ8/UoxWspge_kI/AAAAAAAAAdw/OpCWWtVmQGs/w435-h580-no/DSCF0059.JPG,Meowth,,Pokemon,Video Game,Pale Yellow,4.9,Not Listed,1,Yes,Europe,2001,,,,327,pezdb
https://lh3.googleusercontent.com/-gYfQzX30b-M/UoxWLSOX4AI/AAAAAAAAAZc/thacTlgBdYA/w435-h580-no/DSCF0024.JPG,Melman,,Madagascar 2,Dreamworks,Lime Green,5.9,Not Listed,6,Yes,Europe,2009,,,,328,pezdb
https://lh3.googleusercontent.com/-XBF_EDgrACc/UoxXAdfX7UI/AAAAAAAAAfo/q_n7Ewkxe_Q/w435-h580-no/DSCF0076.JPG,McSquizzy,,Open Season,Movies,Red,5.9,China,6,Yes,USA,2006,,,,329,pezdb
https://lh4.googleusercontent.com/-kA0YDSzq42w/UpFbuEe7EbI/AAAAAAAAB4Q/8IqrSqv1nu4/w451-h602-no/DSCF0088.JPG,McCoy,,Star Trek,Television,Black,7.5,China,6,Yes,USA,2008,2008,1 Limited Edition original series set of 8 MIB,,330,pezdb
https://lh3.googleusercontent.com/-jHpf0ZOn7MY/Uo2vRJ8KFYI/AAAAAAAAAsA/SwL4Siw8lUA/w451-h602-no/DSCF0001.JPG,Matt Kenseth,,Nascar Driver Helmets,Sports,Black,5.9,China,6,Yes,USA,2005,,1 Loose,,331,pezdb
https://lh5.googleusercontent.com/-p2ENqLzovRo/UpFa2G5sk8I/AAAAAAAABvc/niYwl_hx_wk/w451-h602-no/DSCF0017.JPG,Mater,,Cars,Disney,Aqua,5.9,China,6,Yes,USA,2006,,,,332,pezdb
https://lh4.googleusercontent.com/-t0fy9ixRTNU/UpFa4t_h5II/AAAAAAAABv0/XEzeGScMqMk/w451-h602-no/DSCF0020.JPG,Mater,Headphones,Cars 2,Disney,Lime Green,5.9,China,6,Yes,USA,2011,,,,333,pezdb
https://lh4.googleusercontent.com/-BUbSCARxKsM/UpFa67d8ZRI/AAAAAAAABwE/ggotSll7lYU/w451-h602-no/DSCF0023.JPG,Mater,"Pull & Go, magnetic",Cars 2,Disney,Neon Green,5.9,China,6,Yes,USA,2011,,1 MOC,,334,pezdb
https://lh3.googleusercontent.com/-W6zmoatIptg/UoxWHY0DK2I/AAAAAAAAAY8/46GG2ksSjQA/w435-h580-no/DSCF0020.JPG,Marty,"Large pupils, squared back",Madagascar,Dreamworks,Red,5.9,China,6,Yes,USA,2005,,,,335,pezdb
https://lh6.googleusercontent.com/-_ysq9gqktgc/UpFbkonH6pI/AAAAAAAAB2k/Qs2IdCOR9V0/w451-h602-no/DSCF0075.JPG,Martin Van Buren,Printed Stem,U.S. Presidents Series II,People,Medium Blue,7.5,China,6,Yes,USA,2012,,,,336,pezdb
https://lh3.googleusercontent.com/-JGvaprGPfPw/UoxWmrCmsUI/AAAAAAAAAc8/lBph7ZoDWqI/w435-h580-no/DSCF0053.JPG,Mario,,Nintendo,Video Game,Light Blue,4.9,Not Listed,1,Yes,Europe,1998,,,,337,pezdb
https://lh4.googleusercontent.com/--dSaxLxEoc8/UouXFqem55I/AAAAAAAAAH4/-nbMHWEcROk/w401-h534-no/DSCF0021.JPG,Mario,,Super Mario,Video Game,Royal Blue,7.5,China,6,Yes,Europe,2013,2013,,Only Mario released in USA,338,pezdb
https://lh5.googleusercontent.com/-0ce16jTId6g/Uo2v9sdqlFI/AAAAAAAAAx4/5Nhixhgjfng/w451-h602-no/DSCF0051.JPG,Marie (Aristocats),,Disney Animal Friends,Disney,Magenta,5.9,Not Listed,6,Yes,USA,2009,,,,339,pezdb
https://lh3.googleusercontent.com/-H_0rq6Cy_mk/UouW65QgvpI/AAAAAAAAAH4/7skUPpiVZHI/w401-h534-no/DSCF0001.JPG,Marge Simpson,,Simpsons,Television,Lime Green,4.9,Hungary,1,Yes,USA,2000,,,,340,pezdb
https://lh5.googleusercontent.com/-wuYIc04ej60/Uo7iDVgSNDI/AAAAAAAABQo/KFgu4AJJTQk/w451-h602-no/DSCF0054.JPG,Manny,,Ice Age 2,Movies,Yellow,5.9,China,6,Yes,USA,2006,,,,341,pezdb
https://lh4.googleusercontent.com/-tC3CZI2g18I/UouW9oAijBI/AAAAAAAAAH4/6_uYZn83Eks/w401-h534-no/DSCF0006.JPG,Maggie Simpson,,Simpsons,Television,Light Blue,4.9,Hungary,1,Yes,USA,2000,,,,342,pezdb
https://lh6.googleusercontent.com/-lasLYwyD8YM/Uo7htUZL3-I/AAAAAAAABNo/QCqY65Llw2I/w451-h602-no/DSCF0029.JPG,Lumpy,,Winnie the Pooh,Disney,Lavender,4.9,Hungary,1,Yes,USA,2004,,,,343,pezdb
https://lh4.googleusercontent.com/-hM77xw-IQ-M/Uo7jDh-UCVI/AAAAAAAABYU/1VeiUL8COLo/w451-h602-no/DSCF0117.JPG,Luke Skywalker,,Star Wars,Movies,Orange,4.9,Slovenia,5,Yes,USA,1998,,,,344,pezdb
https://lh4.googleusercontent.com/-iJG-SHWLbtY/Uo7i1i0wQnI/AAAAAAAABWs/-kMhcyfgXRE/w451-h602-no/DSCF0104.JPG,Lucy,Remake,Peanuts,Comics,Neon Orange,4.9,Slovenia,5,Yes,USA,2000,,,,345,pezdb
https://lh6.googleusercontent.com/-0DxZmGwRYb0/Uo7i8nM6vLI/AAAAAAAABXk/3tDku-S1wyQ/w451-h602-no/DSCF0111.JPG,Lucy,,Peanuts,Comics,Red,4.9,Slovenia,5,Yes,USA,1990,,,,346,pezdb
https://lh5.googleusercontent.com/-V-nN0MglK8s/Uo7iOndNkxI/AAAAAAAABSc/0qb-mjq7nyo/w451-h602-no/DSCF0069.JPG,Louie,Green hat,Duck Nephews,Disney,Green,3.9,Austria,8,Yes,Europe,1997,,,,347,pezdb
https://lh4.googleusercontent.com/-cZWk80mWVMg/UpFb1cQGZxI/AAAAAAAAB5k/BoBFyztGdx4/w451-h602-no/DSCF0099.JPG,Locutus of Borg,,Star Trek Next Generation,Television,Black,5.9,China,6,Yes,USA,2012,2012,,In Walmart exclusive set,348,pezdb
https://lh5.googleusercontent.com/-k0wDMvP2l3A/UpFbaRHnlxI/AAAAAAAAB1E/Hiu4Yug7liI/w451-h602-no/DSCF0063.JPG,Lizardman,Bust,Justice League,Comics,Olive Green,7.5,China,6,Yes,USA,2012,2012,,,349,pezdb
https://lh6.googleusercontent.com/-77OF9x1HDVk/UovZAGW8_yI/AAAAAAAAAPI/FiMgZGiZYPs/w435-h580-no/DSCF0025.JPG,Little Miss Sunshine,Printed stem,Mr. Men,Book Characters,Red,5.9,China,6,Yes,Europe,2011,,,Click 'n Play design,350,pezdb
https://lh3.googleusercontent.com/-n8vjgMbTQdY/UouW9Rc2RQI/AAAAAAAAAH4/eUVKoK6PuzM/w401-h534-no/DSCF0005.JPG,Lisa Simpson,,Simpsons,Television,Orange-Red,4.9,Slovenia,5,Yes,USA,2000,,,,351,pezdb
https://lh6.googleusercontent.com/-xfCic9HFess/Uo7kFZ_XnpI/AAAAAAAABfI/iqmVzWvHG9k/w451-h602-no/DSCF0172.JPG,Lion,,Kooky Zoo,Animals,Neon Yellow,4.9,Hungary,1,Yes,USA,1997,,,,352,pezdb
https://lh4.googleusercontent.com/-dIaQG8XSMRo/Uo7kIo5wjfI/AAAAAAAABfs/07ZZLx-iUc8/w451-h602-no/DSCF0176.JPG,Lion,Crystals,Kooky Zoo,Animals,Neon Yellow,4.9,Not Listed,1,Yes,USA,1997,,,,353,pezdb
https://lh3.googleusercontent.com/-9jxjXdit8cg/UoxWAIWIMHI/AAAAAAAAAYE/vg_CmKy3bSc/w435-h580-no/DSCF0013.JPG,Linguine,,Ratatouille,Disney,Orange,5.9,China,6,Yes,USA,2007,,,,354,pezdb
https://lh3.googleusercontent.com/-mrQbiDQXs3s/UouXWYczKRI/AAAAAAAAAH4/csS0EwjGvU8/w418-h557-no/DSCF0044.JPG,Lil Bad Wolf,,Three Little Pigs,Disney,Black,3.9,Austria,8,No,USA,1965,2013,,Ivory inner sleeve,355,pezdb
https://lh4.googleusercontent.com/-pPUwM4iB9y4/UpFa06xY56I/AAAAAAAABvM/Y4_TmG4ullc/w451-h602-no/DSCF0016.JPG,Lightning McQueen,,Cars,Disney,Yellow,5.9,Hungary,1,Yes,USA,2006,,,,356,pezdb
https://lh5.googleusercontent.com/-wWLEeypPlbY/UpFa2yZV6-I/AAAAAAAABvk/x_r4Ah7_u8U/w451-h602-no/DSCF0018.JPG,Lightning McQueen,,Cars 2,Disney,Yellow,5.9,China,6,Yes,USA,2011,,,,357,pezdb
https://lh6.googleusercontent.com/-NjqgXZ8UIzg/UpFa5OpJ2AI/AAAAAAAABv4/HG5H1I58g5k/w451-h602-no/DSCF0021.JPG,Lightning McQueen,"Pull & Go, magnetic",Cars 2,Disney,Yellow,5.9,China,6,Yes,USA,2011,,,,358,pezdb
https://lh4.googleusercontent.com/-qxORFiLvn-w/UovZPA9KatI/AAAAAAAAARY/cRSDnHb0z2s/w435-h580-no/DSCF0055.JPG,Lewis,,Meet the Robinson's,Disney,Red,5.9,China,6,Yes,USA,2007,,,,359,pezdb
https://lh5.googleusercontent.com/-ObD-I_hYsKI/Uo2v_WK_BaI/AAAAAAAAAyI/B7akk0Ijr0g/w451-h602-no/DSCF0053.JPG,Leonardo,"Angry Version, blue mask",Teenage Mutant Ninja Turtles,Cartoons,Red,4.9,China,6,Yes,USA,1994,,,,360,pezdb
https://lh5.googleusercontent.com/-xVEf5bz82cM/Uo2wC74hIKI/AAAAAAAAAyo/XMKAYXcB2_A/w451-h602-no/DSCF0057.JPG,Leonardo,"Smiling Version, blue mask",Teenage Mutant Ninja Turtles,Cartoons,Orange,4.9,China,6,Yes,USA,1994,,1 Loose (purple stem),,361,pezdb
https://lh6.googleusercontent.com/-8x_aJb8LYys/Uo2wGst7G5I/AAAAAAAAAzI/YAoSpVB_kaw/w451-h602-no/DSCF0061.JPG,Leonardo,"Remakes - blue mask, light green head, teeth showing",Teenage Mutant Ninja Turtles,Cartoons,medium Blue,4.9,Hungary,1,Yes,USA,2005,,,,362,pezdb
https://lh6.googleusercontent.com/-SkzgCEY6YT0/UoxWXuoZr-I/AAAAAAAAAbE/fRHdC_k56vw/w435-h580-no/DSCF0037.JPG,Lemon Meringue,,Strawberry Shortcake and Friends,Dolls,Lime Green,7.5,China,6,Yes,USA,2012,2012,,,363,pezdb
https://lh5.googleusercontent.com/-YbA2ih_vvf0/UpFb5qv-9gI/AAAAAAAAB6U/V_ldwkzhIf4/w451-h602-no/DSCF0104.JPG,Legolas,,Lord of the Rings,Movies,Brown,5.9,China,6,Yes,USA,2011,2011,1 Loose,,364,pezdb
https://lh5.googleusercontent.com/-dxa8fDenPCM/UoxXRuHM6gI/AAAAAAAAAhg/o48QhmkZtn4/w435-h580-no/DSCF0092.JPG,Lamb Whistle,,Merry Music Maker,Whistle,Medium Blue,3.9,Austria,3,Thin,Europe,1980,,,Red candy button,365,pezdb
https://lh5.googleusercontent.com/-q0fk7eGKHt0/UpFc7r7WsQI/AAAAAAAACFY/i0oh-6WP9ds/w451-h602-no/DSCF0192.JPG,Lamb C,Smaller bow lower on side of head,Easter,Holiday,Light Blue,4.9,Hungary,1,Yes,USA,2004,,,,366,pezdb
https://lh3.googleusercontent.com/-8croE87FX5Q/UpFdAI76fYI/AAAAAAAACGM/QL3e26Sy5vQ/w451-h602-no/DSCF0200.JPG,Lamb B,Black pupils,Easter,Holiday,Lavender,4.9,Slovenia,5,Yes,USA,1999,,,,367,pezdb
https://lh4.googleusercontent.com/-t8edl4VWew0/UpFdBTUOy8I/AAAAAAAACGY/T2HibOxUohY/w451-h602-no/DSCF0201.JPG,Lamb B,"Dark blue eyes, no pupils",Easter,Holiday,Lavender,4.9,Slovenia,5,Yes,USA,1999,,,,368,pezdb
https://lh6.googleusercontent.com/--ukrByl3wTA/Uo2woBNNW7I/AAAAAAAAA2w/pvlhOtdoOF4/w451-h602-no/DSCF0090.JPG,Ladybug,,Bugz,Animals,Neon Green,4.9,Hungary,1,Yes,USA,2000,,,,369,pezdb
https://lh4.googleusercontent.com/-uSlwFRkoVEk/UoxWgQLIVgI/AAAAAAAAAcM/9su_FBBIIzA/w435-h580-no/DSCF0047.JPG,Kyoro-chan Strawberry,,Kyoro-chan Choco Ball Parrots,Japanese,Pink,5.9,Not Listed,6,Yes,Japan,2007,,,,370,pezdb
https://lh6.googleusercontent.com/-5OSJ8wvNSMo/UoxWfCOzg0I/AAAAAAAAAcE/8R0xlpzHv1s/w435-h580-no/DSCF0046.JPG,Kyoro-chan Peanut,,Kyoro-chan Choco Ball Parrots,Japanese,Red,5.9,Not Listed,6,Yes,Japan,2007,,,,371,pezdb
https://lh5.googleusercontent.com/-q1SEESxjmsg/UoxWgxGHAeI/AAAAAAAAAcU/jGHLmo5wG5c/w435-h580-no/DSCF0048.JPG,Kyoro-chan Carmel,,Kyoro-chan Choco Ball Parrots,Japanese,Dark Brown,5.9,Not Listed,6,Yes,Japan,2007,,,,372,pezdb
https://lh5.googleusercontent.com/-lvVIT_luz5Y/UoxWitIcXxI/AAAAAAAAAcc/hb-_RUFLNZM/w435-h580-no/DSCF0049.JPG,Kyoro-chan Banana,,Kyoro-chan Choco Ball Parrots,Japanese,Yellow,5.9,Not Listed,6,Yes,Japan,2007,,,,373,pezdb
https://lh5.googleusercontent.com/-CO0_HOOPSZ4/Uo2w4WOLh0I/AAAAAAAAA5M/5tTGCCBk9NQ/w451-h602-no/DSCF0110.JPG,Kuririn the Hamster,,Hello Kitty,Japanese,Lime Green,4.9,Hungary,1,Yes,Europe,,,,,374,pezdb
https://lh5.googleusercontent.com/-yX0pADRa2eU/UoxWnVFxrGI/AAAAAAAAAdE/EGCmNigBWmw/w435-h580-no/DSCF0054.JPG,Koopa Troupa,,Nintendo,Video Game,Neon Green,4.9,Not Listed,1,Yes,Europe,1998,,,,375,pezdb
https://lh3.googleusercontent.com/-_1EuXAZlLvI/UoxWvol-WkI/AAAAAAAAAd8/6kGklc6SM0Q/w435-h580-no/DSCF0062.JPG,Koffing,,Pokemon,Video Game,Purple,4.9,Not Listed,1,Yes,Europe,2001,,,,376,pezdb
https://lh4.googleusercontent.com/-hStXcOrhM6Y/UoxXI3g2QJI/AAAAAAAAAgk/QVsfile_4t0/w435-h580-no/DSCF0084.JPG,Koala Whistle,,Merry Music Maker,Whistle,Red,4.9,Austria,7,Yes,Europe,1981,,,,377,pezdb
https://lh6.googleusercontent.com/-H6BKbQH4yhw/Uo2wqg-vPjI/AAAAAAAAA3I/G26aqpp6OOQ/w451-h602-no/DSCF0093.JPG,Kitty with Rabbit,,Hello Kitty,Japanese,Lavender,5.9,Slovenia,5,Yes,,2005,,,,378,pezdb
https://lh3.googleusercontent.com/-onnt8iJTSF4/Uo2wuvXwxII/AAAAAAAAA3s/FOqm_gb0s2g/w451-h602-no/DSCF0097.JPG,Kitty with Rabbit,Crystal,Hello Kitty,Japanese,Lavender,4.9,Hungary,1,Yes,USA,2006,,,Lunchbox gift set,379,pezdb
https://lh5.googleusercontent.com/-PhRGL8H3hsQ/Uo2wWwzJH1I/AAAAAAAAA0w/Q4aDbDe46hM/w451-h602-no/DSCF0074.JPG,Kissy Face,Pink head,Funky Faces,Pez Originals,Orange,4.9,Hungary,1,Yes,USA,2003,,,,380,pezdb
https://lh4.googleusercontent.com/-iL3RiZOz5Yg/UouXGMxQyFI/AAAAAAAAAH4/cEKkVqTI5rg/w401-h534-no/DSCF0022.JPG,Kinopio,,Super Mario,Video Game,Yellow,7.5,China,6,Yes,Europe,2013,2013,,,381,pezdb
https://lh4.googleusercontent.com/-AjpjPeUR02g/UpFcBSsuT7I/AAAAAAAAB7g/JgmpL-L1Xjw/w451-h602-no/DSCF0114.JPG,Kili the Dwarf,Mini,Hobbit,Movies,Olive Green,5.9,China,6,Yes,USA,2013,2013,1 Loose,,382,pezdb
